exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
36,49,1,1,0,1,0,1,1,12,1,7.02554,42,7,0,0,0,0,0,0,1,1296
5,49,0,0,0,1,1,0,0,16,0,6.68461,43,1,1,0,0,0,0,0,0,25
6,47,0,0,0,1,1,0,0,16,0,6.84375,43,2,0,1,0,0,0,0,0,36
7,48,0,0,0,1,1,0,0,16,0,6.90776,43,3,0,0,1,0,0,0,0,49
8,49,0,0,0,1,1,0,0,16,0,7.00307,43,4,0,0,0,1,0,0,0,64
9,46,0,0,0,1,1,0,0,16,0,7.1309,43,5,0,0,0,0,1,0,0,81
10,45,0,0,0,1,1,0,0,16,0,7.40853,43,6,0,0,0,0,0,1,0,100
11,49,0,0,0,1,1,0,0,16,0,7.43838,43,7,0,0,0,0,0,0,1,121
7,48,0,1,0,1,1,0,0,17,0,6.90575,44,1,1,0,0,0,0,0,0,49
8,48,0,1,0,1,1,0,0,17,0,6.90575,44,2,0,1,0,0,0,0,0,64
9,48,0,1,0,1,1,0,0,17,0,7.20786,44,3,0,0,1,0,0,0,0,81
10,47,0,1,0,1,1,0,0,17,0,7.31322,44,4,0,0,0,1,0,0,0,100
11,46,0,1,0,1,1,0,0,17,0,7.43838,44,5,0,0,0,0,1,0,0,121
12,46,0,1,0,1,1,0,0,17,0,7.49332,44,6,0,0,0,0,0,1,0,144
13,46,0,1,0,1,1,0,0,17,0,7.6009,44,7,0,0,0,0,0,0,1,169
13,49,0,0,0,1,0,1,0,13,0,6.22456,45,1,1,0,0,0,0,0,0,169
14,50,0,0,0,1,0,1,0,13,0,6.33328,45,2,0,1,0,0,0,0,0,196
15,50,0,0,0,1,0,1,0,13,0,6.30992,45,3,0,0,1,0,0,0,0,225
16,50,0,0,0,1,0,1,0,13,0,6.47697,45,4,0,0,0,1,0,0,0,256
17,50,0,0,0,1,0,1,0,13,0,6.63332,45,5,0,0,0,0,1,0,0,289
18,50,0,0,0,1,0,1,0,13,0,6.68211,45,6,0,0,0,0,0,1,0,324
19,49,0,0,0,1,0,1,0,13,0,6.65286,45,7,0,0,0,0,0,0,1,361
6,42,1,0,0,0,1,0,1,12,0,6.12687,46,1,1,0,0,0,0,0,0,36
7,44,1,0,0,0,1,0,1,12,0,6.23245,46,2,0,1,0,0,0,0,0,49
8,48,1,0,0,0,1,0,1,12,0,6.32615,46,3,0,0,1,0,0,0,0,64
9,47,1,0,0,0,1,0,1,12,0,6.32436,46,4,0,0,0,1,0,0,0,81
10,48,1,0,0,0,1,0,1,12,0,6.4677,46,5,0,0,0,0,1,0,0,100
11,47,0,0,0,0,1,0,1,12,0,6.60665,46,6,0,0,0,0,0,1,0,121
12,47,1,0,0,0,1,0,1,12,0,6.55108,46,7,0,0,0,0,0,0,1,144
26,48,0,0,0,1,1,0,0,14,0,6.90575,47,1,1,0,0,0,0,0,0,676
27,49,0,0,0,1,1,0,0,14,0,6.90575,47,2,0,1,0,0,0,0,0,729
28,48,0,0,0,1,1,0,0,14,0,7.04752,47,3,0,0,1,0,0,0,0,784
29,48,0,0,0,1,1,0,0,14,0,7.09008,47,4,0,0,0,1,0,0,0,841
30,48,0,0,0,1,1,0,0,14,0,7.20786,47,5,0,0,0,0,1,0,0,900
31,47,0,0,0,1,1,0,0,14,0,7.11802,47,6,0,0,0,0,0,1,0,961
32,48,0,0,0,1,1,0,0,14,0,7.09008,47,7,0,0,0,0,0,0,1,1024
26,50,0,1,0,1,0,0,0,16,0,6.90575,48,1,1,0,0,0,0,0,0,676
27,50,0,1,0,1,0,0,0,16,0,6.90575,48,2,0,1,0,0,0,0,0,729
28,50,0,1,0,1,0,0,0,16,0,7.1309,48,3,0,0,1,0,0,0,0,784
29,50,0,1,0,1,0,0,0,16,0,7.22621,48,4,0,0,0,1,0,0,0,841
30,48,0,1,0,1,1,0,0,16,0,7.1309,48,5,0,0,0,0,1,0,0,900
31,41,0,1,0,1,1,0,0,16,0,7.31322,48,6,0,0,0,0,0,1,0,961
32,49,0,1,0,1,0,0,0,16,0,7.43838,48,7,0,0,0,0,0,0,1,1024
31,47,0,1,0,0,1,0,0,16,0,6.90575,49,1,1,0,0,0,0,0,0,961
32,46,0,1,0,0,1,0,0,16,0,6.90575,49,2,0,1,0,0,0,0,0,1024
33,47,0,1,0,0,1,0,0,16,0,7.6009,49,3,0,0,1,0,0,0,0,1089
34,48,0,1,0,0,1,0,0,16,0,7.67601,49,4,0,0,0,1,0,0,0,1156
35,47,0,1,0,0,1,0,0,16,0,7.7021,49,5,0,0,0,0,1,0,0,1225
36,49,0,1,0,0,1,0,0,16,0,7.69621,49,6,0,0,0,0,0,1,0,1296
37,48,0,1,0,0,1,0,0,16,0,7.82084,49,7,0,0,0,0,0,0,1,1369
31,50,0,0,0,1,0,1,1,12,0,6.27099,50,1,1,0,0,0,0,0,0,961
32,45,0,0,0,1,0,1,1,12,0,6.39859,50,2,0,1,0,0,0,0,0,1024
33,43,0,0,0,1,0,1,1,12,0,6.48311,50,3,0,0,1,0,0,0,0,1089
34,48,0,0,0,1,0,1,1,12,0,6.55678,50,4,0,0,0,1,0,0,0,1156
35,46,0,0,0,1,0,1,1,12,0,6.65544,50,5,0,0,0,0,1,0,0,1225
36,32,0,0,0,1,0,1,1,12,0,6.74876,50,6,0,0,0,0,0,1,0,1296
37,28,0,0,0,1,0,1,1,12,0,6.84907,50,7,0,0,0,0,0,0,1,1369
31,45,0,1,0,1,1,0,0,17,0,6.90575,51,1,1,0,0,0,0,0,0,961
32,48,0,1,0,1,1,0,0,17,0,6.90575,51,2,0,1,0,0,0,0,0,1024
33,48,0,1,0,1,1,0,0,17,0,7.6009,51,3,0,0,1,0,0,0,0,1089
34,47,0,0,0,1,1,0,0,17,0,7.64969,51,4,0,0,0,1,0,0,0,1156
35,48,0,1,0,1,1,0,0,17,0,7.82405,51,5,0,0,0,0,1,0,0,1225
36,47,0,1,0,1,1,0,0,17,0,7.86327,51,6,0,0,0,0,0,1,0,1296
37,44,0,1,0,1,1,0,0,17,0,7.91936,51,7,0,0,0,0,0,0,1,1369
25,46,0,0,0,1,1,0,0,16,0,6.90575,52,1,1,0,0,0,0,0,0,625
26,49,0,0,0,1,1,0,0,16,0,6.90575,52,2,0,1,0,0,0,0,0,676
27,49,0,0,0,1,1,0,0,16,0,7.24423,52,3,0,0,1,0,0,0,0,729
28,48,0,0,0,1,1,0,0,16,0,7.1309,52,4,0,0,0,1,0,0,0,784
29,48,0,0,0,1,1,0,0,16,0,7.46737,52,5,0,0,0,0,1,0,0,841
30,48,0,0,0,1,1,0,0,16,0,7.6009,52,6,0,0,0,0,0,1,0,900
31,49,0,0,0,1,1,0,1,16,0,7.64969,52,7,0,0,0,0,0,0,1,961
13,47,0,0,1,0,1,0,0,13,0,6.43615,53,1,1,0,0,0,0,0,0,169
14,49,0,0,1,0,1,0,0,13,0,6.90575,53,2,0,1,0,0,0,0,0,196
15,48,1,0,0,0,1,0,0,13,0,6.95655,53,3,0,0,1,0,0,0,0,225
16,49,1,0,0,0,1,0,0,13,0,6.95655,53,4,0,0,0,1,0,0,0,256
17,48,0,0,0,0,1,0,0,13,0,7.06048,53,5,0,0,0,0,1,0,0,289
18,47,1,0,0,0,1,0,0,13,0,7.20786,53,6,0,0,0,0,0,1,0,324
19,48,0,0,0,0,1,0,0,13,0,7.20786,53,7,0,0,0,0,0,0,1,361
13,47,1,1,0,0,1,0,1,11,0,6.51175,54,1,1,0,0,0,0,0,0,169
14,52,1,1,0,0,1,0,1,11,0,6.5903,54,2,0,1,0,0,0,0,0,196
15,51,1,1,0,0,1,0,1,11,0,6.68461,54,3,0,0,1,0,0,0,0,225
16,51,1,1,0,0,1,0,1,11,0,6.74524,54,4,0,0,0,1,0,0,0,256
17,49,1,1,0,0,1,0,1,11,0,6.8977,54,5,0,0,0,0,1,0,0,289
18,49,1,1,0,0,1,0,1,11,0,7.0775,54,6,0,0,0,0,0,1,0,324
19,50,1,1,0,0,1,0,1,11,0,7.10003,54,7,0,0,0,0,0,0,1,361
32,49,1,1,0,1,1,0,1,8,0,6.65415,55,1,1,0,0,0,0,0,0,1024
33,49,1,1,0,1,1,0,1,8,0,6.85013,55,2,0,1,0,0,0,0,0,1089
34,49,1,1,0,1,1,0,1,8,0,6.85646,55,3,0,0,1,0,0,0,0,1156
35,47,1,1,0,1,1,0,1,8,0,6.92363,55,4,0,0,0,1,0,0,0,1225
36,48,1,1,0,1,1,0,1,8,0,7.04141,55,5,0,0,0,0,1,0,0,1296
37,47,1,1,0,1,1,0,1,8,0,7.1333,55,6,0,0,0,0,0,1,0,1369
38,46,1,1,0,1,1,0,1,8,0,7.20786,55,7,0,0,0,0,0,0,1,1444
23,51,1,1,1,0,1,0,0,12,0,6.10925,56,1,1,0,0,0,0,0,0,529
24,49,1,1,1,0,1,0,0,12,0,6.16331,56,2,0,1,0,0,0,0,0,576
25,52,1,1,1,0,1,0,0,12,0,6.33328,56,3,0,0,1,0,0,0,0,625
26,52,1,1,1,0,1,0,0,12,0,6.33328,56,4,0,0,0,1,0,0,0,676
27,48,1,1,1,0,1,0,0,12,0,6.43775,56,5,0,0,0,0,1,0,0,729
28,50,1,1,1,0,1,0,0,12,0,6.58617,56,6,0,0,0,0,0,1,0,784
29,50,1,1,1,0,1,0,0,12,0,6.53379,56,7,0,0,0,0,0,0,1,841
21,47,1,0,1,1,1,0,0,11,0,6.04025,57,1,1,0,0,0,0,0,0,441
22,49,1,0,1,1,1,0,0,11,0,6.28972,57,2,0,1,0,0,0,0,0,484
23,49,1,0,1,1,1,0,0,11,0,6.01616,57,3,0,0,1,0,0,0,0,529
24,49,0,0,1,1,1,0,0,11,0,6.57786,57,4,0,0,0,1,0,0,0,576
25,47,0,0,1,1,1,0,0,11,0,6.55108,57,5,0,0,0,0,1,0,0,625
26,48,0,0,1,1,1,0,0,11,0,6.53233,57,6,0,0,0,0,0,1,0,676
27,48,0,0,1,1,1,0,0,11,0,6.31355,57,7,0,0,0,0,0,0,1,729
37,49,1,1,0,1,1,0,1,14,0,6.55108,58,1,1,0,0,0,0,0,0,1369
38,48,1,1,0,1,1,0,1,14,0,6.68461,58,2,0,1,0,0,0,0,0,1444
39,40,1,1,0,1,1,0,1,14,0,6.69703,58,3,0,0,1,0,0,0,0,1521
40,48,1,1,0,1,1,0,0,14,0,6.90776,58,4,0,0,0,1,0,0,0,1600
41,48,1,1,0,1,1,0,1,14,0,7.00307,58,5,0,0,0,0,1,0,0,1681
42,48,1,1,0,1,1,0,1,14,0,7.1624,58,6,0,0,0,0,0,1,0,1764
43,48,1,1,0,1,1,0,0,14,0,7.1309,58,7,0,0,0,0,0,0,1,1849
26,48,0,1,0,1,1,0,0,17,0,6.90575,59,1,1,0,0,0,0,0,0,676
27,49,0,1,0,1,1,0,0,17,0,6.90575,59,2,0,1,0,0,0,0,0,729
28,48,0,1,0,1,1,0,0,17,0,7.34601,59,3,0,0,1,0,0,0,0,784
29,47,0,1,0,1,1,0,0,17,0,7.43838,59,4,0,0,0,1,0,0,0,841
30,46,0,1,0,1,1,0,0,17,0,7.48156,59,5,0,0,0,0,1,0,0,900
31,48,0,1,0,1,1,0,0,17,0,7.6009,59,6,0,0,0,0,0,1,0,961
32,46,0,1,0,1,1,0,0,17,0,7.64969,59,7,0,0,0,0,0,0,1,1024
18,46,0,0,0,1,0,1,1,11,1,5.97635,60,1,1,0,0,0,0,0,0,324
19,39,0,0,0,1,0,1,1,11,1,6.04025,60,2,0,1,0,0,0,0,0,361
20,44,0,0,0,1,0,1,1,11,1,6.04025,60,3,0,0,1,0,0,0,0,400
21,49,1,0,0,1,0,1,1,11,1,6.04025,60,4,0,0,0,1,0,0,0,441
22,48,0,0,0,1,0,1,1,11,1,6.1203,60,5,0,0,0,0,1,0,0,484
23,47,1,0,0,1,0,1,1,11,1,6.2186,60,6,0,0,0,0,0,1,0,529
24,43,1,0,0,1,0,1,1,11,1,6.1717,60,7,0,0,0,0,0,0,1,576
24,50,0,0,0,1,0,1,1,17,0,6.78559,61,1,1,0,0,0,0,0,0,576
25,51,0,0,0,1,0,1,0,17,0,6.88857,61,2,0,1,0,0,0,0,0,625
26,51,0,0,0,1,0,1,0,17,0,6.88755,61,3,0,0,1,0,0,0,0,676
27,50,0,0,0,1,0,1,0,17,0,6.96885,61,4,0,0,0,1,0,0,0,729
28,22,0,0,0,1,0,1,0,17,0,6.85646,61,5,0,0,0,0,1,0,0,784
29,41,0,0,0,1,0,1,0,17,0,6.73815,61,6,0,0,0,0,0,1,0,841
30,26,0,0,0,1,0,1,0,17,0,7.1309,61,7,0,0,0,0,0,0,1,900
7,50,1,0,1,0,1,0,0,16,0,6.58064,62,1,1,0,0,0,0,0,0,49
8,50,1,1,1,0,1,0,0,16,0,6.83518,62,2,0,1,0,0,0,0,0,64
9,50,1,1,1,0,1,0,0,16,0,6.91274,62,3,0,0,1,0,0,0,0,81
10,50,1,1,1,0,1,0,0,16,0,6.95845,62,4,0,0,0,1,0,0,0,100
11,49,1,1,1,0,1,0,0,16,0,6.9256,62,5,0,0,0,0,1,0,0,121
12,49,1,1,1,0,1,0,0,16,0,7.23778,62,6,0,0,0,0,0,1,0,144
13,49,1,1,1,0,1,0,0,16,0,7.2724,62,7,0,0,0,0,0,0,1,169
11,50,0,0,0,0,1,0,0,17,0,6.90575,63,1,1,0,0,0,0,0,0,121
12,49,0,0,0,0,1,0,0,17,0,6.90575,63,2,0,1,0,0,0,0,0,144
13,50,0,0,0,0,1,0,0,17,0,7.49554,63,3,0,0,1,0,0,0,0,169
14,49,0,0,0,0,1,0,0,17,0,7.54961,63,4,0,0,0,1,0,0,0,196
15,49,0,0,0,0,1,0,0,17,0,7.52564,63,5,0,0,0,0,1,0,0,225
16,48,0,0,0,0,1,0,0,17,0,7.72886,63,6,0,0,0,0,0,1,0,256
17,50,0,0,0,0,1,0,0,17,0,7.36645,63,7,0,0,0,0,0,0,1,289
34,44,1,1,0,1,1,0,0,12,0,6.35611,64,1,1,0,0,0,0,0,0,1156
35,46,1,1,0,1,1,0,0,12,0,6.42162,64,2,0,1,0,0,0,0,0,1225
36,49,1,1,0,1,1,0,0,12,0,6.47697,64,3,0,0,1,0,0,0,0,1296
37,48,1,1,0,1,1,0,0,12,0,6.53669,64,4,0,0,0,1,0,0,0,1369
38,45,1,1,0,1,1,0,0,12,0,6.55108,64,5,0,0,0,0,1,0,0,1444
39,47,1,1,0,1,1,0,0,12,0,6.68461,64,6,0,0,0,0,0,1,0,1521
40,50,1,1,0,1,1,0,0,12,0,6.80239,64,7,0,0,0,0,0,0,1,1600
30,46,1,1,0,1,1,0,1,8,0,6.55536,65,1,1,0,0,0,0,0,0,900
31,44,1,1,0,1,1,0,1,8,0,6.62274,65,2,0,1,0,0,0,0,0,961
32,45,1,1,0,1,1,0,1,8,0,6.72263,65,3,0,0,1,0,0,0,0,1024
33,46,1,1,0,1,1,0,1,8,0,6.77992,65,4,0,0,0,1,0,0,0,1089
34,36,1,1,0,1,1,0,1,8,0,6.93828,65,5,0,0,0,0,1,0,0,1156
35,45,1,1,0,1,1,0,1,8,0,7.03439,65,6,0,0,0,0,0,1,0,1225
36,45,1,1,0,1,1,0,1,8,0,7.04578,65,7,0,0,0,0,0,0,1,1296
20,49,1,1,1,0,1,0,0,8,0,6.3081,66,1,1,0,0,0,0,0,0,400
21,49,1,1,1,0,1,0,0,8,0,6.39693,66,2,0,1,0,0,0,0,0,441
22,47,1,1,1,0,1,0,0,8,0,6.51767,66,3,0,0,1,0,0,0,0,484
23,49,1,1,1,0,1,0,0,8,0,6.6107,66,4,0,0,0,1,0,0,0,529
24,47,1,1,1,0,1,0,0,8,0,6.68711,66,5,0,0,0,0,1,0,0,576
25,44,1,1,1,0,1,0,0,8,0,6.77079,66,6,0,0,0,0,0,1,0,625
26,48,1,1,1,0,1,0,0,8,0,6.85646,66,7,0,0,0,0,0,0,1,676
28,50,1,0,1,0,1,0,0,12,0,5.96615,67,1,1,0,0,0,0,0,0,784
29,50,1,0,1,0,1,0,0,12,0,6.02828,67,2,0,1,0,0,0,0,0,841
30,49,1,0,1,0,1,0,0,12,0,6.15273,67,3,0,0,1,0,0,0,0,900
31,50,1,0,1,0,1,0,0,12,0,6.21461,67,4,0,0,0,1,0,0,0,961
32,50,1,0,1,0,1,0,0,12,0,6.30992,67,5,0,0,0,0,1,0,0,1024
33,50,1,0,1,0,1,0,0,12,0,6.44572,67,6,0,0,0,0,0,1,0,1089
34,49,1,0,1,0,1,0,0,12,0,6.47697,67,7,0,0,0,0,0,0,1,1156
34,40,1,1,0,1,1,0,1,12,0,6.45834,68,1,1,0,0,0,0,0,0,1156
35,47,1,1,0,1,1,0,1,12,0,6.50728,68,2,0,1,0,0,0,0,0,1225
36,42,1,1,0,1,1,0,1,12,0,6.56808,68,3,0,0,1,0,0,0,0,1296
37,45,1,1,0,1,1,0,1,12,0,6.66823,68,4,0,0,0,1,0,0,0,1369
38,47,1,1,0,1,1,0,1,12,0,6.75577,68,5,0,0,0,0,1,0,0,1444
39,47,1,1,0,1,1,0,1,12,0,6.80239,68,6,0,0,0,0,0,1,0,1521
40,46,1,1,0,1,1,0,1,12,0,6.95655,68,7,0,0,0,0,0,0,1,1600
27,49,1,1,0,1,1,0,0,13,0,6.40523,69,1,1,0,0,0,0,0,0,729
28,46,1,1,0,1,1,0,0,13,0,6.55678,69,2,0,1,0,0,0,0,0,784
29,47,1,1,0,1,1,0,0,13,0,6.62007,69,3,0,0,1,0,0,0,0,841
30,47,1,0,0,1,1,0,0,13,0,6.62007,69,4,0,0,0,1,0,0,0,900
31,47,1,0,0,1,1,0,0,13,0,6.70319,69,5,0,0,0,0,1,0,0,961
32,48,1,0,0,1,1,0,0,13,0,6.83518,69,6,0,0,0,0,0,1,0,1024
33,48,1,1,0,1,1,0,0,13,0,6.93049,69,7,0,0,0,0,0,0,1,1089
8,49,0,0,0,1,1,0,0,16,0,6.47697,70,1,1,0,0,0,0,0,0,64
9,48,0,0,0,1,1,0,0,16,0,6.47697,70,2,0,1,0,0,0,0,0,81
10,49,0,0,0,1,1,0,0,16,0,6.62007,70,3,0,0,1,0,0,0,0,100
11,49,0,0,0,0,1,0,0,16,0,6.80239,70,4,0,0,0,1,0,0,0,121
12,48,0,0,0,0,1,0,0,16,0,6.90776,70,5,0,0,0,0,1,0,0,144
13,48,0,0,0,0,1,0,0,16,0,6.90776,70,6,0,0,0,0,0,1,0,169
14,48,0,0,0,0,1,0,0,16,0,7.17012,70,7,0,0,0,0,0,0,1,196
7,48,0,0,1,1,0,0,0,16,0,6.69703,71,1,1,0,0,0,0,0,0,49
8,49,0,0,1,1,0,0,0,16,0,6.80239,71,2,0,1,0,0,0,0,0,64
9,49,0,0,1,1,0,0,0,16,0,6.8977,71,3,0,0,1,0,0,0,0,81
10,48,0,0,1,1,0,0,0,16,0,6.95655,71,4,0,0,0,1,0,0,0,100
11,46,0,0,1,1,0,0,0,16,0,7.1309,71,5,0,0,0,0,1,0,0,121
12,48,0,0,1,1,0,0,0,16,0,7.24423,71,6,0,0,0,0,0,1,0,144
13,48,0,0,1,1,0,0,0,16,0,7.40184,71,7,0,0,0,0,0,0,1,169
11,40,0,0,0,0,1,0,1,17,0,6.47697,72,1,1,0,0,0,0,0,0,121
12,40,0,0,0,0,1,0,1,17,0,6.62007,72,2,0,1,0,0,0,0,0,144
13,42,0,0,0,0,1,0,1,17,0,6.62007,72,3,0,0,1,0,0,0,0,169
14,40,0,0,0,0,1,0,1,17,0,6.68461,72,4,0,0,0,1,0,0,0,196
15,40,0,0,0,0,1,0,1,17,0,6.85646,72,5,0,0,0,0,1,0,0,225
16,40,0,0,0,0,1,0,1,17,0,6.90776,72,6,0,0,0,0,0,1,0,256
17,42,0,0,0,0,1,0,1,17,0,7.00307,72,7,0,0,0,0,0,0,1,289
13,49,1,0,0,1,1,0,1,16,0,6.46147,73,1,1,0,0,0,0,0,0,169
14,49,1,0,0,1,1,0,1,16,0,6.65544,73,2,0,1,0,0,0,0,0,196
15,49,1,0,0,1,1,0,1,16,0,6.73459,73,3,0,0,1,0,0,0,0,225
16,48,0,0,0,1,1,0,1,16,0,6.81344,73,4,0,0,0,1,0,0,0,256
17,47,0,0,0,1,1,0,1,16,0,6.91473,73,5,0,0,0,0,1,0,0,289
18,47,0,0,0,1,1,0,1,16,0,6.8533,73,6,0,0,0,0,0,1,0,324
19,47,0,0,0,1,1,0,1,16,0,7.11314,73,7,0,0,0,0,0,0,1,361
3,51,1,1,1,0,0,0,0,13,0,5.4161,74,1,1,0,0,0,0,0,0,9
4,51,1,1,1,0,0,0,0,13,0,5.52146,74,2,0,1,0,0,0,0,0,16
5,51,1,1,1,0,0,0,0,13,0,5.59842,74,3,0,0,1,0,0,0,0,25
6,45,0,0,1,0,0,0,0,13,0,5.70378,74,4,0,0,0,1,0,0,0,36
7,50,0,0,1,0,0,0,0,13,0,5.76832,74,5,0,0,0,0,1,0,0,49
8,50,1,0,1,0,0,0,0,13,0,5.8861,74,6,0,0,0,0,0,1,0,64
9,52,1,0,1,0,0,0,0,13,0,5.85793,74,7,0,0,0,0,0,0,1,81
23,36,1,1,1,0,1,0,0,8,1,5.66988,75,1,1,0,0,0,0,0,0,529
24,51,1,1,1,0,1,0,0,8,1,5.99146,75,2,0,1,0,0,0,0,0,576
25,51,1,1,1,0,1,0,0,8,1,6.08677,75,3,0,0,1,0,0,0,0,625
26,24,1,1,1,0,1,0,0,8,1,6.17379,75,4,0,0,0,1,0,0,0,676
27,50,1,1,1,0,1,0,0,8,1,6.25575,75,5,0,0,0,0,1,0,0,729
28,51,1,1,1,0,1,0,0,8,1,6.43775,75,6,0,0,0,0,0,1,0,784
29,47,1,1,1,0,1,0,0,8,1,6.44572,75,7,0,0,0,0,0,0,1,841
9,51,1,0,0,1,1,0,0,13,0,5.16479,76,1,1,0,0,0,0,0,0,81
10,47,0,0,0,1,1,0,0,13,0,5.62762,76,2,0,1,0,0,0,0,0,100
11,50,1,0,0,0,1,0,0,13,0,5.84354,76,3,0,0,1,0,0,0,0,121
12,48,1,0,0,0,1,0,0,13,0,5.96101,76,4,0,0,0,1,0,0,0,144
13,47,1,0,0,0,1,0,1,13,0,6.02828,76,5,0,0,0,0,1,0,0,169
14,47,1,0,0,0,1,0,1,13,0,6.15273,76,6,0,0,0,0,0,1,0,196
15,49,1,0,0,0,1,0,0,13,0,6.24611,76,7,0,0,0,0,0,0,1,225
10,48,0,0,1,0,1,0,0,10,0,5.52146,77,1,1,0,0,0,0,0,0,100
11,52,1,0,1,0,1,0,0,10,0,5.70378,77,2,0,1,0,0,0,0,0,121
12,51,1,1,1,0,1,0,0,10,0,6.20456,77,3,0,0,1,0,0,0,0,144
13,50,1,0,1,0,1,0,0,10,0,6.05912,77,4,0,0,0,1,0,0,0,169
14,39,1,0,1,0,1,0,0,10,0,6.19848,77,5,0,0,0,0,1,0,0,196
15,29,1,1,1,0,1,0,0,10,0,6.16121,77,6,0,0,0,0,0,1,0,225
16,39,1,0,1,0,1,0,0,10,0,6.2804,77,7,0,0,0,0,0,0,1,256
37,44,1,0,0,0,1,0,0,12,0,5.70378,78,1,1,0,0,0,0,0,0,1369
38,52,1,0,1,1,0,0,0,12,0,5.78383,78,2,0,1,0,0,0,0,0,1444
39,46,1,0,1,1,0,0,0,12,0,5.78383,78,3,0,0,1,0,0,0,0,1521
40,48,1,0,1,1,0,0,0,12,0,6.16331,78,4,0,0,0,1,0,0,0,1600
41,49,1,0,1,1,0,0,0,12,0,6.21461,78,5,0,0,0,0,1,0,0,1681
42,50,1,0,1,1,0,0,0,12,0,6.21461,78,6,0,0,0,0,0,1,0,1764
43,50,1,0,1,1,0,0,0,12,0,6.30992,78,7,0,0,0,0,0,0,1,1849
10,50,1,0,0,0,0,1,0,8,0,5.42935,79,1,1,0,0,0,0,0,0,100
11,50,1,0,0,0,0,1,0,8,0,5.47227,79,2,0,1,0,0,0,0,0,121
12,50,1,0,0,0,0,1,0,8,0,5.64545,79,3,0,0,1,0,0,0,0,144
13,50,1,0,0,0,0,1,0,8,0,5.68698,79,4,0,0,0,1,0,0,0,169
14,37,1,0,0,0,0,1,0,8,0,5.85793,79,5,0,0,0,0,1,0,0,196
15,50,1,0,0,0,0,1,0,8,0,5.95324,79,6,0,0,0,0,0,1,0,225
16,50,1,0,0,0,0,1,0,8,0,6.05209,79,7,0,0,0,0,0,0,1,256
5,48,0,1,0,0,1,0,0,17,0,6.74524,80,1,1,0,0,0,0,0,0,25
6,50,0,1,0,0,1,0,0,17,0,6.81674,80,2,0,1,0,0,0,0,0,36
7,50,0,1,0,0,1,0,0,17,0,6.65929,80,3,0,0,1,0,0,0,0,49
8,50,0,1,0,0,1,0,0,17,0,7.09008,80,4,0,0,0,1,0,0,0,64
9,50,0,1,0,0,1,0,0,17,0,7.07918,80,5,0,0,0,0,1,0,0,81
10,50,0,1,0,0,1,0,0,17,0,6.98472,80,6,0,0,0,0,0,1,0,100
11,50,0,1,0,0,1,0,0,17,0,7.26193,80,7,0,0,0,0,0,0,1,121
6,46,1,0,0,1,1,0,1,16,0,6.35437,81,1,1,0,0,0,0,0,0,36
7,48,1,0,0,1,1,0,1,16,0,6.33683,81,2,0,1,0,0,0,0,0,49
8,47,1,0,0,1,1,0,1,16,0,6.43775,81,3,0,0,1,0,0,0,0,64
9,49,1,0,0,1,1,0,1,16,0,6.39693,81,4,0,0,0,1,0,0,0,81
10,49,0,0,0,1,1,0,0,16,0,7.23346,81,5,0,0,0,0,1,0,0,100
11,49,0,0,0,1,1,0,0,16,0,7.35883,81,6,0,0,0,0,0,1,0,121
12,50,1,0,0,1,1,0,0,16,0,7.17319,81,7,0,0,0,0,0,0,1,144
22,50,1,0,1,0,1,0,1,12,0,6.62007,82,1,1,0,0,0,0,0,0,484
23,49,1,0,1,0,1,0,1,12,0,6.66568,82,2,0,1,0,0,0,0,0,529
24,44,1,0,1,0,1,0,1,12,0,6.81454,82,3,0,0,1,0,0,0,0,576
25,38,1,0,1,0,1,0,1,12,0,6.88857,82,4,0,0,0,1,0,0,0,625
26,49,1,0,1,0,1,0,1,12,0,6.9575,82,5,0,0,0,0,1,0,0,676
27,50,1,0,1,0,1,0,1,12,0,6.93342,82,6,0,0,0,0,0,1,0,729
28,36,1,0,1,0,1,0,1,12,0,7.06561,82,7,0,0,0,0,0,0,1,784
12,47,1,0,0,1,0,0,1,12,0,6.12249,83,1,1,0,0,0,0,0,0,144
13,46,1,0,0,1,0,0,1,12,0,6.08904,83,2,0,1,0,0,0,0,0,169
14,47,1,0,0,1,0,0,1,12,0,6.29157,83,3,0,0,1,0,0,0,0,196
15,42,1,0,0,1,0,0,1,12,0,6.39693,83,4,0,0,0,1,0,0,0,225
16,48,1,0,0,1,0,0,1,12,0,6.49072,83,5,0,0,0,0,1,0,0,256
17,47,1,0,0,1,0,0,1,12,0,6.59715,83,6,0,0,0,0,0,1,0,289
18,46,1,0,0,1,0,0,1,12,0,6.56386,83,7,0,0,0,0,0,0,1,324
38,42,0,0,1,1,1,0,0,17,1,6.58617,84,1,1,0,0,0,0,0,0,1444
39,34,0,0,1,1,1,0,0,17,1,6.62007,84,2,0,1,0,0,0,0,0,1521
40,48,0,0,1,1,1,0,0,17,1,6.62007,84,3,0,0,1,0,0,0,0,1600
41,46,0,0,1,1,1,0,0,17,1,6.40192,84,4,0,0,0,1,0,0,0,1681
42,49,0,0,1,1,1,0,0,17,1,6.77422,84,5,0,0,0,0,1,0,0,1764
43,34,0,0,1,1,1,0,0,17,1,6.9256,84,6,0,0,0,0,0,1,0,1849
